Chr Gene nSNPs Start Stop Test-Stat Pvalue Error Best-SNP SNP-pvalue
22 PARVG 17 44576856 44602535 7.60477655493982 0.88979582742473 1.96831247796841e-14 rs16991689 0.129800000000001
22 PATZ1 6 31721789 31742249 1.07492477206645 0.898746918167821 1.16458518510483e-10 rs4615 0.4658
22 PDGFB 7 39619718 39640990 11.8787041193431 0.136384803146113 2.96224201479402e-11 rs6001491 0.01859
22 PDXP 6 38054736 38062939 15.4074021064618 0.0422780888079685 3.29303859019311e-09 rs2899292 0.0159699999999999
22 PES1 11 30972611 30987894 8.41253802241621 0.585137625364979 1.93995266658119e-14 rs4820864 0.0716900000000003
22 PEX26 9 18560685 18572207 2.85279795451486 0.960230302924873 4.48732453515053e-14 rs8139236 0.196700000000001
22 PHF21B 28 45277041 45405581 21.8767005941785 0.666001762831708 7.15887138135846e-15 rs5765061 0.0567799999999999
22 PHF5A 3 41855720 41864708 2.75805041609993 0.402159113950978 7.49583850009165e-07 rs9619974 0.1312
22 PI4KA 9 21061978 21213070 4.87732504568895 0.692693082723689 5.48039282689731e-14 rs178084 0.1878
22 PIB5PA 10 31518960 31530683 10.7430718825599 0.353835770064468 3.89185325372233e-14 rs2240432 0.0520600000000002
22 PICK1 4 38453261 38471708 7.46722690186824 0.136446510345679 2.09409124531738e-07 rs4821733 0.04662
22 PIK3IP1 7 31677578 31688474 1.15541488479834 0.943956425665887 2.24308188263393e-12 rs4615 0.4658
22 PIM3 2 50354160 50357720 5.59452127460909 0.0733975052129953 0.000111173417527299 rs1608 0.0332100000000002
22 PISD 1 32014478 32026810 1.61279040750787 0.204042010232023 0.0150121314958873 rs760908 0.2041
22 PITPNB 3 28247656 28315255 11.4355977164937 0.0106738214212573 6.01184725064847e-06 rs926467 0.0405300000000002
22 PIWIL3 12 25115000 25170683 20.9573765095401 0.106287619347723 7.24564926928521e-14 rs1001445 0.0469600000000001
22 PKDREJ 8 46651559 46659219 2.44630766682344 0.872028306691692 1.49564731614585e-13 rs4508712 0.3001
22 PLA2G3 8 31530792 31536469 10.0740810616219 0.264468725500743 2.06815186851015e-12 rs2240432 0.0520600000000002
22 PLA2G6 7 38507501 38577761 17.8780323729053 0.0382896198602978 4.17305600236686e-11 rs4444637 0.01224
22 PLXNB2 2 50713407 50733209 7.02720290069703 0.0320386388446421 0.000110173555654636 rs4838865 0.0133
22 PMM1 4 41972889 41985871 0.865108197975703 0.787293941798059 8.41843401042387e-08 rs17002523 0.3695
22 PNPLA3 17 44319618 44343448 7.5557645919541 0.861433427315101 2.22198280096537e-14 rs2073082 0.1969
22 PNPLA5 8 44275557 44287857 4.52803501021983 0.727108505731292 1.28199621961419e-13 rs2076211 0.2839
22 POLDIP3 5 42979726 43010962 0.582202125903099 0.964995867768341 2.22924042032784e-11 rs5996206 0.6386
22 POLR2F 3 38349717 38363806 0.369231765588897 0.909041672518213 8.07511906773264e-08 rs139873 0.6663
22 POLR3H 2 41921805 41940466 2.30806777597326 0.297418540755347 2.28057518316694e-05 rs9619974 0.1312
22 PPARA 13 46546498 46639653 4.37008070228575 0.942361063301828 2.93117477796803e-14 rs4508712 0.3001
22 PPIL2 11 22020272 22052202 3.3496577370157 0.91969109008347 3.59937585821566e-14 rs371513 0.2235
22 PPM1F 8 22273792 22307217 13.5210544133773 0.154670195993102 1.27200509361289e-11 rs1005579 0.0386499999999999
22 PRAME 8 22890122 22901696 9.46054539413785 0.276094045123929 1.05121925148066e-11 rs362011 0.0337799999999998
22 PRODH 8 18900293 18923814 12.3817951077005 0.168724411301242 9.61686125030696e-13 rs759406 0.0178300000000001
22 PRR5 20 45064592 45133561 16.8619201224343 0.611760439908836 6.71303634453888e-15 rs9614882 0.0608899999999996
22 PSCD4 7 37678423 37711382 6.48613138178298 0.460075055326037 5.19297242759394e-13 rs8141057 0.0852599999999997
22 PVALB 7 37196744 37215517 4.76231327455978 0.625869881686666 2.61364294397865e-13 rs2284022 0.0627499999999999
22 RAB36 7 23487512 23506531 5.05169090729065 0.524367644217233 3.09758958500096e-12 rs2267006 0.225700000000001
22 RABL2B 1 51205919 51222087 2.44233911353164 0.118099851404574 0.0184233071547878 rs2285395 0.1181
22 RABL4 4 37154254 37172114 14.0694173983065 0.0233215584300542 8.88634115186919e-07 rs4390848 0.0202799999999999
22 RAC2 10 37621309 37640305 7.14677840731233 0.612228492179956 2.50015861688872e-14 rs8141057 0.0852599999999997
22 RANBP1 9 20105023 20114704 19.5095773763758 0.0732037883856954 8.28647155024376e-12 rs11089328 0.0224600000000001
22 RANGAP1 7 41641614 41682216 18.8916522700718 0.0684200029256236 1.83687603377506e-08 rs139531 0.0137899999999999
22 RASD2 11 35937351 35950045 8.09468693064552 0.660227095617588 1.81043060754979e-14 rs2179082 0.09452
22 RASL10A 3 29708921 29711748 7.25656910081741 0.078351349255824 5.76544218295123e-06 rs4820804 0.0477099999999999
22 RBM9 13 36134782 36424585 13.0341557642372 0.371514769903349 2.64468407675461e-14 rs2016586 0.106700000000001
22 RBX1 4 41347384 41368668 1.91916095551476 0.676437572090211 1.0762220078356e-08 rs926914 0.3815
22 RFPL1 4 29834571 29838444 4.94906488184339 0.287187577592795 4.83819084867858e-08 rs2267138 0.0677099999999998
22 RFPL2 13 32586424 32589466 14.4861568493152 0.303576345077937 5.45106419194246e-14 rs1029355 0.0698000000000001
22 RFPL3 18 32750871 32757148 7.67602859049788 0.902842588696739 1.69986511906966e-14 rs2281032 0.240300000000001
22 RGL4 2 24033047 24041363 1.14435137677214 0.508217009330643 1.74940139895797e-05 rs2070446 0.3377
22 RHBDD3 3 29655843 29663914 4.9662511550008 0.174216158589959 1.78884712709392e-06 rs4820804 0.0477099999999999
22 RIBC2 7 45809579 45828302 1.83086680932407 0.884543484592939 8.26636896613665e-13 rs5765377 0.314099999999999
22 RIMBP3B-2 1 21899957 21905373 0.991811626115487 0.319390084025829 0.0118263284589108 rs5754217 0.3193
22 RIMBP3C-2 1 21899957 21905750 0.991811626115487 0.319390084025829 0.0118263284589108 rs5754217 0.3193
22 RNF185 9 31556178 31603000 9.73738889053816 0.347947109486348 1.1854554929417e-13 rs2240432 0.0520600000000002
22 RNF215 4 30774802 30783302 5.12129051403002 0.270248071219112 1.25767085054783e-06 rs1076296 0.06272
22 RPL3 7 39708886 39715670 5.53008589002696 0.500149888923839 1.14619218468757e-12 rs2014842 0.152700000000001
22 RPS19BP1 4 39925097 39928860 3.37413646278451 0.432937689698106 1.77816150598275e-07 rs2092168 0.150800000000001
22 RTDR1 10 23401592 23484241 10.7753663505845 0.335748248107664 5.42315328794535e-14 rs6003472 0.122300000000001
22 RTN4R 7 20228937 20255816 12.9039634803678 0.094855211986238 6.57213003932327e-12 rs589089 0.01919
22 SAMM50 21 44351300 44392412 10.9453937899692 0.828622855843155 1.57694509420718e-14 rs6006622 0.1498
22 SAPS2 6 50781759 50883514 6.44926572531536 0.345957254985552 1.60374215770105e-09 rs7410465 0.0450200000000002
22 SBF1 8 50885234 50913454 9.66564114556449 0.290851560903364 2.41325229085953e-12 rs7410465 0.0450200000000002
22 SCARF2 8 20778874 20792146 11.9548264764039 0.182497805393096 3.99137465673842e-13 rs361603 0.0172500000000001
22 SCO2 7 50961996 50964034 6.42616926860303 0.43785284245096 7.74632483829239e-13 rs131779 0.1405
22 SCUBE1 28 43599229 43739355 22.4443798018567 0.670346452727987 7.43906928031316e-15 rs7287269 0.04196
22 SDF2L1 6 21996541 21998588 5.77849166516661 0.399336435439647 5.70872025082803e-11 rs4821112 0.0494699999999996
22 SEC14L2 6 30792932 30819828 4.19143567536427 0.602804870982313 8.28636460043491e-12 rs1076296 0.06272
22 SEC14L3 6 30855218 30868017 0.741391701337808 0.989173084814493 2.09890769098674e-13 rs4820853 0.4903
22 SEC14L4 6 30884899 30901682 3.82479077936527 0.663061895122421 5.81744944989238e-12 rs4820864 0.0716900000000003
22 SELM 9 31500762 31503551 10.7163293420552 0.293309288042256 9.0799129612114e-14 rs2240432 0.0520600000000002
22 SELO 6 50639407 50656045 18.2932515866156 0.0142697571968898 8.58603172617405e-10 rs4838865 0.0133
22 SEPT3 4 42372930 42394225 3.2217502437388 0.451307356420351 3.56105142714099e-08 rs5996091 0.194500000000001
22 SEPT5 10 19701986 19712297 5.3545366232266 0.838133581501413 3.35432958961665e-14 rs5748391 0.218700000000001
22 SERHL 8 42896595 42908566 4.78591282557139 0.667058291345289 5.52985622079589e-13 rs4822136 0.186
22 SERHL2 2 42949924 42970388 0.0948350010864027 0.934705982769706 2.06727100634082e-06 rs1043606 0.7627
22 SERPIND1 3 21128382 21142008 0.430842828992806 0.924333618310918 7.29853230507774e-08 rs165793 0.5551
22 SEZ6L 45 26565479 26776436 38.9321625400451 0.590657885772367 4.40115958422597e-15 rs2331215 0.0608799999999999
22 SF3A1 6 30727976 30752913 5.92754295446242 0.398192551208901 9.22791894318363e-10 rs1076296 0.06272
22 SFI1 4 31892260 32014534 2.07602113735156 0.672951670670975 7.81489889988607e-09 rs760908 0.2041
22 SGSM1 21 25202135 25322813 18.1148321815474 0.555227507378256 5.64736210539426e-15 rs1001445 0.0469600000000001
22 SGSM3 3 40766594 40806293 3.22078114500356 0.349572389324797 1.52593889038762e-06 rs11703324 0.1699
22 SH3BP1 5 38035683 38052050 10.79408257228 0.087812786673608 4.24408541275635e-08 rs2899292 0.0159699999999999
22 SHANK3 9 51113069 51171641 14.3783158130921 0.153211480610732 2.53982926081374e-13 rs9628185 0.0343199999999999
22 SLC16A8 4 38474143 38479170 7.46722690186824 0.136446510345679 2.09409124531738e-07 rs4821733 0.04662
22 SLC25A1 6 19163094 19166285 5.63897450359212 0.398988531867759 1.72618091328147e-09 rs2073740 0.219800000000001
22 SLC25A17 5 41165638 41215392 2.35456252704788 0.628337623353761 2.6947313636049e-09 rs6002107 0.288999999999999
22 SLC25A18 6 18043182 18073647 3.26492170839025 0.677260270677192 1.00115618095197e-11 rs113837 0.1969
22 SLC2A11 13 24199058 24227725 19.7101664442359 0.156069891542857 7.01481562772276e-14 rs2012124 0.00481699999999998
22 SLC35E4 11 31031792 31043862 7.10708564729963 0.690030128897601 3.16339138111392e-14 rs4820893 0.0503399999999999
22 SLC5A1 8 32439258 32506645 11.6733712698669 0.198746972685518 7.3006019820061e-12 rs5753868 0.0508799999999999
22 SLC5A4 15 32614462 32651319 20.8393061608233 0.203784735032111 5.76327747743452e-14 rs11703509 0.00220699999999999
22 SLC7A4 8 21383006 21386847 6.48289766109608 0.550897599365956 3.53852001516335e-14 rs9625422 0.106299999999999
22 SMARCB1 10 24129149 24176705 6.97879026859157 0.634343669759644 4.0840337322207e-14 rs2330626 0.06665
22 SMC1B 10 45739944 45809500 5.06679335019226 0.685461562276314 5.72241216291507e-14 rs3827392 0.1716
22 SMCR7L 4 39898283 39914137 5.09714255971011 0.268329760850378 3.49702300398466e-07 rs2092168 0.150800000000001
22 SMTN 10 31477304 31500609 10.724792888055 0.357636322250977 3.44802173499577e-14 rs2240432 0.0520600000000002
22 SNAP29 2 21213291 21244109 1.73515551104825 0.389073807769283 3.7418820942633e-05 rs178084 0.1878
22 SNRPD3 10 24951617 24968509 10.9096642573843 0.346391180822079 1.31677366846109e-13 rs28461882 0.0521800000000002
22 SOX10 10 38368318 38380539 0.226825011621137 0.999965396854148 2.57046345142552e-14 rs139873 0.6663
22 SPECC1L 8 24666865 24813221 9.04935896586463 0.303857568169578 8.56289393387463e-13 rs5760382 0.1327
22 SREBF2 12 42229105 42302375 5.36321320300169 0.795896682613249 3.36222062403059e-14 rs11702960 0.1868
22 SRRD 16 26879849 26887904 5.98648765390762 0.903649727332811 3.06029586954938e-14 rs3747137 0.131499999999999
22 SSTR3 13 37602244 37608353 7.56642582835477 0.777190443380305 2.30022171977364e-14 rs1573673 0.0745799999999998
22 ST13 6 41220600 41252687 2.81819877056507 0.575384950189336 2.29970873191321e-10 rs138354 0.2311
22 SULT4A1 9 44220386 44258378 5.56701504339905 0.71411966138254 5.41873029082313e-14 rs138061 0.2209
22 SUSD2 5 24577443 24585074 1.71237145320982 0.79485185942373 2.09820001493573e-10 rs5996675 0.2874
22 SYN3 68 32908539 33402683 89.013394554902 0.148126608174799 1.37012878473722e-14 rs5749452 0.00233099999999999
22 SYNGR1 6 39745953 39781593 5.72531329370772 0.371347649144098 7.42258890854995e-11 rs2014842 0.152700000000001
22 TBC1D10A 12 30687978 30722894 5.99599404930187 0.795344237393403 2.36887828895534e-14 rs1076296 0.06272
22 TBC1D22A 39 47158548 47569724 16.0315730872292 0.989831958582341 1.78723340809592e-14 rs5769109 0.1059
22 TBX1 9 19744225 19771112 7.0649427773624 0.495739196151242 2.50776560572752e-13 rs748806 0.1874
22 TCF20 7 42556018 42611445 4.84288123154358 0.611096297147157 1.2721437052327e-12 rs2413669 0.2353
22 TCN2 14 31003160 31023047 9.05778861769132 0.716839724083533 1.77860276268495e-14 rs4820893 0.0503399999999999
22 TEF 3 41777962 41795330 14.4203939128378 0.0143158992448991 2.85141892475028e-05 rs2281331 0.00104400000000002
22 TFIP11 18 26887894 26908437 11.5627908104163 0.70467785005729 1.47544432917096e-14 rs4820685 0.0411999999999998
22 THAP7 6 21354060 21356404 4.46787579797916 0.564891259453441 1.02013457800677e-11 rs9625422 0.106299999999999
22 THOC5 5 29904155 29949736 5.61329529038509 0.328257472836076 1.79758828279421e-09 rs5763315 0.0812700000000004
22 TIMP3 27 33196801 33259028 17.4898862342401 0.731502245868669 1.2015780314118e-14 rs130301 0.0559700000000002
22 TMEM184B 5 38615297 38669016 9.48391893588652 0.106544866772895 3.55501575708792e-09 rs4444637 0.01224
22 TMEM211 6 25331207 25335314 1.03939284009275 0.978138685999536 2.76012698768564e-13 rs4541332 0.5696
22 TMPRSS6 9 37461478 37499693 8.3593662135129 0.470624106174094 1.63479990881942e-14 rs228904 0.0728499999999998
22 TNFRSF13C 5 42321035 42322821 3.5496473155519 0.541099565354142 8.28324673609938e-10 rs5996091 0.194500000000001
22 TNRC6B 10 40440820 40731812 8.29694036572986 0.490616144289605 3.63450414723523e-14 rs3021274 0.09031
22 TOB2 4 41829491 41843027 4.15233671996683 0.340116711942042 8.76840906223782e-08 rs2073167 0.0688900000000001
22 TOM1 5 35695860 35743973 2.05816505318157 0.75853494063594 1.5103100278952e-10 rs4467 0.2361
22 TOMM22 2 39077953 39080765 0.819913749817198 0.661285586928018 3.41965251996135e-05 rs760645 0.3672
22 TOP3B 8 22311402 22337147 13.5210981323966 0.146689627615262 6.47751140302187e-12 rs1005579 0.0386499999999999
22 TPST2 18 26921713 26986089 15.3622619205064 0.531060581084968 7.34644198373522e-15 rs4820685 0.0411999999999998
22 TRABD 5 50624359 50638027 17.3948102867296 0.00759044696976974 1.84385740899987e-08 rs4838865 0.0133
22 TRIOBP 9 38093627 38172563 23.230123501106 0.0469454660381254 2.7836112359714e-11 rs2899292 0.0159699999999999
22 TRMU 12 46731297 46753237 8.71192755862238 0.524720479415997 3.04938848074993e-14 rs9615960 0.0471600000000002
22 TSPO 8 43547534 43559248 11.3470502616247 0.202999771199769 1.15752517785031e-12 rs7287269 0.04196
22 TSSK2 3 19118320 19120136 1.58658070953587 0.631587571987751 5.83758005340593e-07 rs16983371 0.3508
22 TST 6 37406905 37415491 0.43741660968286 0.998052550914384 1.57463592939974e-13 rs5756437 0.6915
22 TTC38 11 46663860 46689905 4.29376225276593 0.832452798533178 4.57125841255489e-14 rs11705132 0.2183
22 TTLL1 9 43435644 43485429 11.2104004510562 0.267729269613391 8.8391515850777e-14 rs8141749 0.0461300000000001
22 TTLL12 11 43562627 43583107 11.069875053484 0.408654240304942 1.7696066921733e-14 rs7287269 0.04196
22 TTLL8 13 50453551 50493055 7.28983702713113 0.76611368785968 2.09659844582123e-14 rs137885 0.126700000000001
22 TUBA8 6 18593558 18614498 2.19083295948681 0.889432600242313 7.13734679411443e-13 rs2543953 0.2648
22 TUBGCP6 5 50656117 50683400 18.1124671814339 0.00971450384393174 2.6794137720716e-08 rs4838865 0.0133
22 TXN2 10 36863092 36877687 28.9683016927516 0.017125180975571 1.67200932072047e-12 rs5756219 0.01164
22 TXNRD2 12 19863039 19929359 15.2207306348558 0.247314905010746 3.39844405912847e-14 rs1005873 0.002887
22 TYMP 7 50964181 50968514 6.42616926860303 0.43785284245096 7.74632483829239e-13 rs131779 0.1405
22 UBE2L3 5 21921956 21978323 6.6633990163518 0.249782621331907 5.78899260374965e-08 rs4821112 0.0494699999999996
22 UCRC 10 30163357 30166402 9.2905266506142 0.39005161622905 6.2987651033204e-13 rs140129 0.155199999999998
22 UFD1L 2 19437700 19466726 0.860000311149712 0.641989727836226 1.2453662065383e-05 rs885975 0.3748
22 UNC84B 5 39130734 39151947 1.73866522536025 0.859592831012598 5.4417567010005e-11 rs5750678 0.3768
22 UPB1 9 24891250 24922553 13.4207495782395 0.198765218146416 6.06310565081569e-11 rs28461882 0.0521800000000002
22 UPK3A 8 45680888 45691755 14.8821448008576 0.0822727474868647 3.74679853549304e-13 rs2138149 0.02249
22 USP18 3 18632757 18660162 1.3035537359377 0.728020395831212 3.3664048292592e-07 rs2543953 0.2648
22 VPREB1 10 22599199 22599926 6.32319067282739 0.75011574072191 3.42870976948032e-14 rs2330040 0.2193
22 VPREB3 4 24094931 24096592 0.649938694592223 0.910343617855604 2.62721642802365e-09 rs738792 0.6168
22 WBP2NL 1 42394791 42424477 0.782426682644609 0.376347259599916 0.0104355900383798 rs916440 0.3764
22 XKR3 8 17264305 17302584 17.1488140790176 0.0791095260473113 2.34832424372389e-11 rs5748648 0.0256999999999999
22 XPNPEP3 5 41253093 41323880 2.10504856654886 0.607425703324876 3.21391451284481e-09 rs138354 0.2311
22 XRCC6 5 42017294 42060052 2.66438459146306 0.61351384188102 8.09021580299085e-09 rs132806 0.179799999999999
22 YDJC 5 21982378 21984340 6.6633990163518 0.249782621331907 5.78899260374965e-08 rs4821112 0.0494699999999996
22 YPEL1 11 22051825 22090071 1.94318096121866 0.98002465283879 3.14836694140151e-14 rs762349 0.4235
22 YWHAH 3 32340478 32353590 1.24715971125073 0.734428464130026 1.28611387589586e-07 rs5753843 0.3348
22 ZBED4 4 50247496 50283726 5.90840830708332 0.21686325709789 4.71395442703612e-07 rs1608 0.0332100000000002
22 ZC3H7B 8 41697566 41756151 27.8236554240931 0.0303581525233265 6.81823051767662e-10 rs2281331 0.00104400000000002
22 ZDHHC8 11 20119364 20133974 20.4834562311558 0.0992237371037676 1.33879288956382e-13 rs11089328 0.0224600000000001
22 ZMAT5 11 30126944 30162969 10.9873800385278 0.359083065546622 7.41843038253467e-14 rs140129 0.155199999999998
22 ZNF280A 10 22868060 22874613 9.52236013215633 0.362585783619659 2.75572222008244e-13 rs362011 0.0337799999999998
22 ZNF280B 10 22838771 22863505 9.52792134431357 0.366081065717392 2.17068312995628e-12 rs362011 0.0337799999999998
22 ZNF70 5 24083771 24093279 1.56908204896159 0.847035613964346 2.02388071975654e-10 rs2070446 0.3377
22 ZNF74 8 20748479 20762752 11.9548264764039 0.182497805393096 3.99137465673842e-13 rs361603 0.0172500000000001
22 ZNRF3 9 29279889 29453475 13.4584460622329 0.177729769938004 1.41151888264884e-13 rs9625657 0.0359699999999999
